,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
15299,0,359656,1,659,788120,2,4,5175.22,12.3,68,10,0,195301,399542,0,0
48090,0,359656,0,706,865963,2,1,5015.43,22.2,0,9,0,140828,187440,0,0
9905,0,359612,0,740,1164624,0,1,17663.54,11.5,39,12,0,329688,392722,0,0
18911,0,359612,1,742,2096555,2,1,31797.64,12,20,9,0,386574,775764,0,0
50911,0,359612,0,748,776416,2,1,16046.07,14.9,0,6,0,210007,425106,0,0
51661,0,359612,1,691,1321621,0,0,11564.16,10.5,29,10,0,1748,290444,0,0
63585,1,359612,1,711,970520,0,1,18197.25,20,58,11,0,306356,483274,0,0
64165,1,359590,1,721,737371,0,1,17389.56,16.5,84,15,0,72219,268906,0,0
81194,0,359590,0,750,1626951,0,1,46368.17,20.7,0,23,0,314431,1462120,0,0
14640,0,359568,0,741,1610915,0,1,41346.47,15,79,17,0,408291,642356,0,0
66109,0,359568,0,737,1164510,0,1,22610.95,17.7,19,15,0,404168,660044,0,0
84929,1,359568,0,740,1300379,1,1,31425.62,12.8,22,18,0,926744,1648328,0,0
4009,0,359524,1,691,2076510,1,1,25956.28,28.8,36,16,0,552615,885038,0,0
28234,1,359524,0,745,989729,2,1,26970.31,19.9,0,7,0,179189,592790,0,0
28745,0,359524,0,745,679231,1,1,11507.35,37.9,0,23,0,289085,1307526,0,0
29053,0,359524,0,747,1397279,1,1,29366.02,16.4,0,6,0,104253,152812,0,0
20841,0,359502,0,736,970235,1,1,20132.4,11.4,0,15,0,405574,660506,0,0
32080,0,359502,0,717,950836,0,1,23612.25,19.4,44,9,0,514311,723580,0,0
42670,0,359502,0,705,970235,2,1,22557.94,13.4,3,7,0,98078,301224,0,0
60143,1,359502,1,739,1002174,0,4,19926.44,31.7,0,7,0,721373,1259830,0,0
33094,0,359458,0,741,1202966,0,0,30976.65,21.6,27,9,0,324368,467170,0,0
45215,0,359458,0,745,896401,2,1,23754.94,13.8,0,16,0,66481,1131900,0,0
57733,0,359458,0,745,1358196,0,1,13808.44,14,0,13,0,313044,1053690,0,0
10010,0,359436,0,707,1222251,0,1,25463.61,16,16,16,0,219507,392832,0,0
27818,0,359392,1,717,3332315,0,1,26325.26,22,0,9,0,313804,405526,0,0
82375,0,359392,0,697,698364,2,1,10824.68,14.9,58,7,0,153691,256058,0,0
13344,0,359348,0,742,1551768,0,1,18103.96,17.7,65,11,0,601198,972246,0,0
45214,1,359348,1,727,2075484,0,0,43931.04,20.6,7,25,0,574541,819280,0,0
62008,0,359348,0,710,1668219,0,0,6047.32,26.4,11,17,0,255474,1169234,0,0
72904,1,359348,0,733,969855,0,1,13982.1,15.3,0,8,0,277362,357214,0,0
84880,1,359326,1,620,2521376,1,4,38661.01,15.8,0,10,0,130169,177518,0,0
75233,1,359304,1,647,1034341,0,1,24048.49,9,0,11,1,236113,311388,1,0
13153,0,359282,1,687,775732,0,0,8746.46,24.6,37,9,1,268679,682242,0,0
23783,0,359282,0,745,1512685,0,1,34161.24,18.7,0,16,0,602566,1585716,0,0
64765,1,359282,1,651,870333,0,1,10226.37,17,51,9,0,103626,263142,0,0
65167,0,359282,1,738,1124819,2,1,17247.06,16.6,45,11,0,290605,586212,0,0
70355,0,359282,0,747,853309,2,1,10125.86,32.3,0,8,0,437228,922152,0,0
77209,0,359282,0,727,741000,2,1,15375.75,15.2,0,7,0,464626,662552,0,0
84354,1,359282,1,634,1357531,0,1,25680.02,13.9,17,15,0,245024,383900,0,0
15625,0,359260,0,743,1568773,0,1,29152.84,26.4,0,8,0,331550,671176,0,0
30252,0,359260,1,677,1745226,1,1,21378.99,17.8,23,13,0,304931,556908,0,0
30822,0,359260,1,740,1410332,0,1,11059.33,21.1,0,13,0,101517,827838,0,0
58104,1,359260,1,664,1221662,1,1,15678.04,16.2,19,10,0,286938,374990,0,0
62827,1,359260,1,709,1919741,0,1,61271.96,12,0,17,0,746073,998690,0,0
39902,0,359216,1,706,1085812,0,1,24430.77,13.5,37,7,0,142044,404118,0,0
49175,0,359216,1,689,1454222,2,1,25715.36,18.5,47,11,0,148637,298804,0,0
71013,0,359216,0,702,918821,0,1,17227.87,13.3,0,17,0,236683,292490,0,0
73860,1,359216,1,645,862866,1,1,24016.76,21.2,14,14,0,295374,596860,0,0
81334,0,359216,1,704,1027653,0,1,14044.42,18.9,42,9,0,156693,242528,0,0
81673,0,359216,0,698,969475,1,1,18016.18,19.6,51,12,0,195719,238040,0,0
16447,1,359172,0,744,2326512,2,4,969.38,15.1,0,6,0,4712,237182,0,0
31201,0,359172,1,746,1861202,0,6,8670.08,11.4,32,9,0,86203,950554,0,0
37878,1,359172,0,739,1260194,0,1,22263.44,26.3,0,7,0,628862,941974,0,0
45151,0,359172,0,690,1300417,2,1,26767.01,8,0,15,0,289997,518188,0,0
55170,0,359172,0,719,775504,2,1,23135.73,14.1,15,19,0,394991,828542,0,0
20144,0,359150,0,691,1155390,0,1,24263.19,17,6,14,0,120821,188518,0,0
29231,0,359150,0,746,1453937,0,1,31259.37,15.4,0,7,1,220552,404074,1,0
30043,0,359150,0,738,1744713,2,1,19875.14,13.8,0,11,0,435955,774202,0,0
39865,0,359150,0,724,1143762,2,1,15345.35,17,58,14,1,186200,883608,1,0
63900,1,359150,0,731,1550856,0,1,27527.77,22.5,0,21,1,370215,878394,1,0
72723,1,359150,0,735,872366,0,1,15557.01,17.3,57,9,0,589950,767514,0,0
9847,0,359106,1,711,1492545,2,1,22985.25,20.6,0,8,0,259882,390280,0,0
29212,0,359106,0,739,1124268,0,1,31854.07,23,42,23,0,200013,701844,0,0
35681,0,359106,0,724,1938380,0,8,1469.84,19.7,38,11,0,0,0,0,0
23971,1,359084,0,741,1046615,2,1,11076.81,18.7,37,8,0,151316,332464,0,0
78968,1,359084,1,666,1473032,2,1,23322.88,17.7,0,9,0,370443,480326,0,0
12387,0,359040,1,610,1453500,0,4,32824.97,20.5,18,14,0,149302,372570,0,0
21879,0,359040,1,677,1042929,1,1,25725.62,10.6,0,9,0,389861,512974,0,0
36552,0,359040,0,744,910860,2,1,16016.05,16.5,0,12,1,213579,448844,1,0
38745,0,359040,0,737,895356,0,1,14251.14,21.4,7,8,0,530138,644116,0,0
42399,0,359040,1,656,1423461,2,4,5136.27,8.9,0,6,0,129314,239976,0,0
50501,0,359040,1,728,1405050,2,2,15923.9,21,49,6,0,229786,401918,0,0
62888,0,359040,0,745,891480,2,1,14635.13,22.7,29,5,0,408481,520894,0,0
69215,0,359040,1,725,1492260,0,1,20021.06,17.3,49,11,0,359993,653312,0,0
34868,1,359018,0,702,1078478,2,1,17165.55,13.7,0,8,0,333640,499752,0,0
24942,0,358996,0,739,1840929,2,1,15647.83,19.4,27,11,0,246297,435402,0,0
29142,0,358996,0,712,1104546,2,1,16200.16,12.4,0,13,0,262447,354574,0,0
70363,1,358996,0,703,943825,2,3,12190.97,9.5,0,10,0,179075,358732,0,0
32495,0,358974,1,738,1162572,0,1,18601.19,36.5,41,11,2,441085,928598,0,2
43479,1,358974,0,739,1356334,0,1,4848.8,19.7,0,7,0,267273,477576,0,0
44435,0,358974,1,642,871929,0,1,19545.68,11.8,46,14,0,174781,470624,0,0
60369,0,358974,0,741,1026931,2,1,21908.14,16.2,19,19,0,491435,1772672,0,0
4262,1,358930,1,683,2014931,2,1,18134.36,16.5,5,8,0,212515,426448,0,0
35460,0,358930,0,739,1898689,2,1,31328.15,15.8,27,15,0,705850,1151128,0,0
36300,0,358908,0,740,1162344,1,1,18984.99,22.7,17,17,0,339739,1143538,0,0
73333,1,358908,1,676,1464558,0,1,20747.81,18,49,21,0,420546,999922,0,0
5069,1,358886,0,698,933565,2,1,21316.48,5.8,0,6,0,66671,95084,0,0
19011,1,358864,1,700,882740,0,1,3589.86,26.2,44,8,1,146623,300498,1,0
42706,1,358864,0,741,813561,0,1,3233.99,10.6,0,9,0,129276,334114,0,0
75418,0,358864,0,748,1704604,0,1,20171.16,39,14,17,0,671365,1201508,0,0
6212,0,358820,0,741,1743174,2,1,17431.74,14.3,49,6,1,147744,217646,1,0
13078,0,358820,0,684,1160919,0,1,15478.92,18.2,0,10,0,371013,826122,0,0
43685,0,358820,0,749,18400170,1,1,3680.11,44.5,0,5,0,338029,4034976,0,0
54352,1,358820,1,715,1975601,0,0,20908.36,17.8,9,6,0,85975,125554,0,0
26020,0,358798,1,739,1162002,0,1,7707.92,19.6,21,14,0,102809,510950,0,0
34359,0,358798,1,687,1297567,0,1,30709.13,14.8,16,17,0,380304,719532,0,0
59787,0,358798,1,673,1781744,2,3,50185.46,16.5,45,10,0,78584,275748,0,0
19399,0,358754,0,738,1549184,0,1,30867.4,23.2,0,12,0,591774,1099846,0,0
79182,0,358754,1,726,2116239,0,1,23278.8,11.6,0,10,0,311315,572176,0,0
80000,0,358754,1,630,1839656,0,4,46911.19,22.8,0,9,0,987354,1337138,0,0
35046,0,358732,0,749,1210186,0,1,24001.94,16.1,0,9,0,246829,500544,0,0
71577,1,358732,0,714,716433,0,1,16656.92,15.2,0,11,0,606841,853754,0,0
1819,0,358688,1,721,1770173,2,1,36288.29,13.9,0,14,0,160816,694826,0,0
1825,0,358688,0,729,1161660,0,1,7783.16,23.2,12,11,0,278882,767008,0,0
40259,0,358688,0,729,1297206,0,1,19890.53,16.7,0,8,0,229406,329560,0,0
79722,0,358688,0,741,706686,0,1,5305.94,16.5,0,17,0,309453,918742,0,0
53144,0,358666,0,720,912247,2,1,23490.65,8.3,0,27,0,397594,729586,0,0
20562,0,358644,0,709,863037,0,1,11291.32,14.9,41,7,0,99731,113212,0,0
23218,1,358644,1,667,1935910,0,1,17584.5,18.9,10,20,0,222072,647680,0,0
47525,0,358644,1,692,1115414,0,1,9666.82,14,0,16,0,151487,508398,0,0
49698,0,358644,0,708,992351,2,1,15712.24,5.6,0,8,0,153083,298386,0,0
82777,0,358644,0,734,1694895,2,1,32626.61,19.4,73,15,1,159581,559922,1,0
22679,1,358622,0,720,1955081,0,4,46921.83,19.4,6,18,0,268109,732182,0,0
39786,1,358622,1,686,1045285,0,1,20295.99,18.7,54,19,0,504355,1456334,0,0
415,0,358578,0,711,1509721,0,1,3157.8,13.7,0,3,0,58862,91850,0,0
12918,0,358578,0,747,1800041,0,5,14580.41,18,0,10,0,316711,746878,0,0
29470,0,358578,0,741,1354871,0,1,17951.96,16.7,22,10,0,727643,896324,0,0
47682,0,358578,0,738,1838763,1,1,18387.63,16.3,13,10,0,170221,268906,0,0
50909,0,358578,0,718,844569,1,1,9782.91,12.8,0,10,0,310878,617430,0,0
76043,0,358578,0,749,1877466,0,1,37236.39,11.8,0,13,0,367498,836022,0,0
19381,0,358556,1,717,735091,0,1,12802.96,15.6,0,5,0,252890,358402,0,0
59434,1,358534,1,714,1054519,0,1,13972.22,29,46,23,0,438102,2523774,0,0
46180,0,358512,0,725,1161090,2,1,19061.18,16.2,28,8,0,331930,576246,0,0
46748,0,358512,1,688,1559729,2,1,20796.45,23,50,13,0,327351,474980,0,0
54126,0,358512,0,745,1354605,0,1,12755.84,18.8,0,11,0,179018,782210,0,0
60226,1,358512,0,740,1161090,0,1,27866.16,15.1,0,11,0,161880,286616,0,0
80803,0,358512,0,700,1600370,2,1,27472.86,27.2,44,9,1,63403,167992,1,0
25840,0,358468,1,708,1143078,0,1,22575.8,17.5,0,14,1,112328,420926,1,0
62877,0,358468,1,706,719796,2,1,12188.69,20,17,6,0,86127,236874,0,0
67182,1,358468,1,711,1451220,0,1,34708.44,20.2,0,24,1,453302,853468,1,0
77861,1,358446,0,739,2031518,0,1,39106.56,25.3,0,10,1,175978,255354,1,0
81862,0,358446,0,735,2186292,2,1,36474.68,20.6,0,7,0,276279,380842,0,0
5787,1,358402,0,697,1064019,2,4,23231.11,13,12,8,0,241889,577456,0,0
10417,0,358402,1,680,870561,2,1,6993.52,30.5,0,10,2,261934,421256,0,2
19555,0,358402,0,731,1354206,2,1,36676.27,16.9,0,13,0,111663,212652,0,0
25040,0,358402,1,744,2321496,0,1,38498.18,15,0,10,0,460598,1360524,0,0
38848,0,358402,0,741,957030,1,1,7720.08,22.4,15,10,0,291764,439318,0,0
76946,0,358402,0,741,1547664,2,1,9234.38,13,0,3,0,325622,895598,0,0
13493,0,358380,0,747,1756417,0,1,12997.52,20.8,38,11,0,149359,286792,0,0
41574,0,358380,0,742,2954139,0,1,35203.39,21.3,66,14,0,895622,1485726,0,0
46508,0,358380,1,703,2373575,0,1,10404.21,21.5,8,6,0,106400,164912,0,0
60860,0,358380,0,739,1257363,0,1,19174.61,13,0,14,0,564509,1138742,0,0
69995,0,358380,1,723,1907315,2,1,41166.16,22.2,0,7,1,244853,700040,1,0
2905,0,358358,1,720,1352230,2,1,20058.3,17,24,9,0,324805,555522,0,0
2904,0,358336,0,739,1160520,0,1,15763.73,14.5,0,17,1,212553,486376,1,0
9873,0,358336,1,701,1044468,2,1,20193.01,20.3,35,12,0,193762,490952,0,0
36482,0,358336,0,749,3384850,0,0,20619.37,30.6,0,8,0,20786,225016,0,0
55240,1,358336,1,726,1547360,0,1,29528.85,20,0,11,0,357960,519398,0,0
61453,0,358336,1,731,1063810,2,1,22074.01,21.8,0,10,0,245366,448118,0,0
14649,0,358292,1,714,1605234,0,0,29562.86,16.9,43,13,0,147459,561682,0,0
38322,0,358292,0,743,11070274,2,4,14852.68,26,0,17,0,437608,1856074,0,0
83407,1,358292,1,724,1048230,2,1,30049.26,16.6,0,10,0,257355,423280,0,0
4268,1,358270,1,706,1082943,2,1,18410.05,17.1,0,12,0,392103,483494,0,0
9942,0,358270,0,747,1933820,0,0,47056.16,18.8,0,9,0,298072,351472,0,0
15956,0,358270,1,721,1489049,0,1,29408.58,15.7,6,11,0,361627,776864,0,0
43946,0,358270,1,720,1322742,2,1,10493.7,28.5,48,6,0,177707,362868,0,0
44930,0,358270,1,698,1547056,0,0,18874.03,15.3,43,6,0,96349,201366,0,0
45943,0,358270,0,710,1256983,0,1,10684.27,13.6,0,9,0,285418,351560,0,0
49976,1,358270,1,728,1160292,2,1,23979.33,26.2,0,18,0,342551,783882,0,0
80160,1,358270,0,740,3094112,0,1,37129.42,36.9,20,15,0,741969,989780,0,0
80200,0,358270,0,746,2320584,0,1,14348.99,16.9,0,14,1,196403,691196,1,0
63199,0,358248,0,744,1385784,2,1,30949.1,33.2,33,16,2,431357,871662,0,2
77798,0,358248,0,703,704026,2,1,12555.2,18.1,0,19,0,329707,850256,0,0
20128,0,358226,1,653,1048800,0,4,26482.2,27.5,0,16,0,353723,440880,0,0
54503,0,358226,1,726,2030321,1,1,23010.14,13,0,12,1,206397,414172,1,0
70249,0,358204,0,728,828723,0,1,24171.23,7.6,0,14,0,135983,279180,0,0
76970,1,358204,1,741,1899962,0,1,19506.16,25.2,0,12,0,467666,1547150,0,0
36231,0,358160,0,748,2319900,2,1,33831.97,11.5,74,17,0,99712,595166,0,0
75115,0,358160,1,665,1643272,1,0,1081.86,16.9,33,4,0,31844,80674,0,0
79300,0,358160,1,654,1411282,2,1,25991.05,16.5,34,21,0,371564,653862,0,0
509,0,358116,1,721,1507783,0,5,34679.18,19,0,7,0,760399,928774,0,0
70770,0,358116,0,695,773224,2,1,18299.66,8.3,40,5,0,114760,215028,0,0
7756,0,358094,0,737,1353009,2,1,15447,12.5,0,13,0,530024,644666,0,0
14101,0,358094,0,748,1642949,0,1,21495.08,23.9,0,7,0,422636,749408,0,0
50197,0,358094,0,713,1758906,0,1,23012.42,23.6,68,9,0,378423,572770,0,0
74914,1,358094,0,727,854696,2,1,14814.87,34.2,0,11,2,282606,438658,2,0
8044,0,358050,0,722,1932680,2,1,26896.59,17,0,18,0,419767,934670,0,0
8167,0,358050,1,722,1932680,0,1,3221.26,30.9,26,6,0,78166,149820,0,0
37663,0,358050,0,736,802066,2,1,12832.98,13.1,78,7,0,286615,588412,0,0
39993,0,358050,0,736,2261228,2,4,17976.85,22.3,0,9,0,994004,1918224,0,0
9096,0,358028,0,705,2029124,2,8,31958.57,18.6,10,18,0,119985,557964,0,0
28638,0,357984,0,718,772920,0,1,22157.04,18.7,0,13,0,273695,420860,0,0
73497,0,357984,0,751,1835685,0,1,26311.58,18.5,0,13,0,344109,565950,0,0
14599,0,357940,0,747,1584334,1,0,20992.34,26.5,0,13,0,467647,1713558,0,0
36565,0,357940,0,726,792167,2,1,22378.58,13,29,10,0,338922,444950,0,0
37033,0,357940,0,747,1603657,0,1,14432.78,22.7,0,16,0,364287,1693978,0,0
37603,1,357940,1,604,1030408,2,1,17688.81,9.7,37,10,0,115824,212190,0,0
71737,0,357940,0,741,2318532,2,1,15205.7,19,23,9,0,224371,423148,0,0
12705,0,357918,0,728,1062556,2,1,29574.45,15.8,67,11,0,106989,196944,0,0
64553,0,357918,1,680,1931920,0,1,48780.98,31,14,15,0,768322,941424,0,0
84263,1,357918,0,739,869364,2,0,4774.32,16.5,0,12,1,31673,458304,1,0
8117,0,357874,1,680,2221499,0,1,46280.96,14.3,0,9,0,170715,313258,0,0
9441,0,357874,1,699,1352211,0,1,24677.77,22.5,79,18,0,318345,590722,0,0
41288,0,357874,0,733,1439364,1,0,26628.31,11.7,0,11,0,259635,418132,0,0
59775,0,357874,0,741,1178361,0,1,27298.63,38.5,10,13,0,352659,663982,0,0
76622,0,357874,0,722,1598299,0,1,21576.97,18,78,20,0,309339,720676,0,0
2159,0,357852,0,722,703285,0,1,19281.58,12.6,36,10,0,147953,256828,0,0
3283,0,357852,0,709,1158924,0,4,20764.15,41,22,11,0,697186,1224982,0,0
3951,0,357852,0,692,965770,0,1,15371.76,7.4,0,10,0,98914,169928,0,0
8365,0,357808,1,695,772540,2,1,14098.95,15.1,0,9,0,236531,782496,0,0
12697,0,357808,1,720,1840568,0,1,43099.6,16.9,12,18,0,509428,1854930,0,0
15262,0,357808,1,699,965675,1,1,18830.71,14.5,0,14,0,280668,362296,0,0
30439,0,357808,0,749,753236,0,1,6640.88,26.7,0,9,0,221217,826276,0,0
32659,1,357808,1,737,2897025,0,1,62527.48,25.2,0,15,0,1918088,2783110,0,0
43187,0,357808,0,734,1100879,2,1,13577.4,9,6,18,0,290320,706222,0,0
63565,0,357808,1,671,1158810,0,1,29260,12.5,1,27,0,331759,1401994,0,0
28903,0,357764,0,716,1910089,0,1,20056.02,7.9,0,8,0,463049,678678,0,0
48062,1,357764,1,714,3765762,0,1,14749.32,4.6,0,5,0,209057,239184,0,0
53418,1,357764,0,741,1042834,2,1,20421.96,14.5,0,11,0,195966,297396,0,0
57533,0,357764,0,734,1931160,2,1,14081.47,33,20,14,0,180367,255002,0,0
57708,1,357764,1,714,811091,2,0,12166.27,30.2,54,14,0,148637,920370,0,0
59236,0,357764,0,690,1544928,0,1,41584.16,26.2,57,18,1,366187,644402,1,0
11537,0,357742,1,714,1351679,0,0,27146.25,17.3,0,13,0,198360,446864,0,0
13679,0,357742,0,742,1274444,2,1,18861.68,19.8,0,11,0,408785,845240,0,0
22394,0,357742,1,655,1197209,0,1,14266.53,22.5,0,15,0,112803,406912,0,0
37920,1,357742,0,736,1158582,0,1,27033.58,20.8,0,28,1,69597,513238,1,0
39802,0,357742,0,741,1660638,2,1,21726.69,13.9,46,9,0,347871,717970,0,0
53857,0,357742,1,693,936529,2,4,14516,15.5,54,10,0,92587,110638,0,0
57104,0,357742,0,709,1834431,2,1,18344.31,23.6,27,8,0,183502,346610,0,0
75475,0,357742,0,739,2124067,2,1,9469.79,38.5,0,7,0,304589,626450,0,0
10162,0,357676,0,716,671517,2,1,17683.3,13.4,37,12,0,219526,767954,0,0
68252,0,357676,1,662,1322457,2,1,20718.55,14.5,0,17,0,407721,665874,0,0
12403,1,357632,0,728,1737360,0,0,29969.46,9.1,0,13,3,32680,374660,0,3
45072,1,357632,0,711,1187405,0,1,23916.25,28.3,0,11,0,776663,1131196,0,0
69078,0,357632,1,691,772160,2,1,9780.82,14.9,0,11,0,199424,312906,0,0
680,1,357588,0,739,1374650,2,1,19015.96,17.5,29,12,0,88616,190014,0,0
21482,0,357588,1,706,1698581,0,1,19519.65,11.4,0,9,0,420185,743930,0,0
60970,0,357588,0,746,11581260,2,1,14573,18.7,0,20,0,437912,1134342,0,0
35446,1,357566,1,731,1122900,0,1,20118.72,14.7,0,12,0,268945,884730,0,0
80022,0,357566,0,743,1254513,2,1,6094.82,22.4,36,11,0,189183,682396,0,0
17685,0,357522,0,735,1292988,2,1,12606.69,17.8,58,9,1,141626,290246,0,1
76303,0,357522,0,750,1524560,2,1,20708.67,24,0,15,0,828647,1970188,0,0
60912,0,357500,0,736,1061302,0,1,4147.89,17.2,73,6,1,39995,120604,1,0
70822,1,357500,1,716,752552,0,1,17434.21,24.4,36,15,1,314298,500588,1,0
32652,1,357456,1,677,1254152,1,1,35324.99,8,0,10,0,52421,87076,0,0
42379,1,357456,1,728,1196259,2,1,29268.36,21.2,0,19,0,32319,1700952,0,0
68229,0,357456,0,749,1157670,0,1,5653.26,16.9,0,9,0,163001,793012,0,0
9742,0,357412,0,707,1292608,2,0,21435.61,11,23,18,0,272612,539572,0,0
22554,1,357412,1,697,1061093,2,1,8409.21,12.5,43,11,0,340632,637164,0,0
33952,1,357412,1,659,2276523,2,1,38511.29,14.4,0,27,0,329251,683210,0,0
17812,0,357390,1,741,771628,1,1,14403.71,16.5,0,13,0,309453,886952,0,0
56430,0,357390,0,744,742691,1,1,10583.38,30.4,0,12,1,69312,323620,1,0
79815,0,357390,0,724,1755448,0,1,26624.51,12.5,68,20,1,322924,847880,1,0
79876,0,357390,0,735,1755448,0,1,14467.74,18.5,73,9,0,284924,493878,0,0
23993,1,357346,0,744,1157328,0,1,13116.46,23.9,0,8,0,173546,483032,0,0
42120,0,357346,0,734,900505,1,1,8104.64,33,22,10,0,527820,1448282,0,0
11081,0,357324,1,734,1257268,2,1,28707.48,13.9,10,17,0,224238,641080,0,0
45144,0,357324,0,712,1832265,2,1,32217.16,10,0,5,0,375440,489544,0,0
52515,1,357324,1,719,1677966,0,1,14402.57,17.1,0,25,1,477223,1183226,1,0
32663,0,357302,0,747,1288561,0,1,14603.78,21.3,22,15,0,254828,910712,0,0
10700,0,357280,0,750,2121350,1,1,17412.74,12.4,0,34,0,340347,2897642,0,0
26753,0,357280,0,747,711626,2,1,5034.81,25.4,0,20,0,216353,713724,0,0
52732,0,357280,0,736,964250,2,1,20892.02,16.8,0,12,0,644404,886160,0,0
76370,1,357258,0,740,1308986,2,1,17125.84,11.6,0,5,0,178505,292358,0,0
2221,0,357236,1,642,990983,2,1,25187.54,11.9,0,8,0,135033,253418,0,0
3171,0,357236,0,738,827754,0,1,7587.65,13,82,9,0,342931,645656,0,0
51202,0,357236,1,688,919847,0,1,9121.71,8.7,68,9,0,112993,288178,0,0
3298,0,357214,1,726,1694439,0,4,16520.69,23.9,50,9,0,1427603,18366788,0,0
27306,0,357214,0,737,2236623,0,1,18824.82,26.3,0,7,0,355300,446688,0,0
37872,1,357214,0,719,1220465,2,1,34071.18,18,0,18,3,106077,286990,1,2
26625,0,357170,1,721,1330266,2,4,15963.23,16,0,9,0,409906,582340,0,0
48578,0,357170,0,720,1041086,0,1,12319.41,16.2,0,8,0,170297,236720,0,0
53044,0,357170,1,736,1927930,0,1,21367.78,12.8,0,14,1,361380,1227072,0,1
15532,0,357148,0,745,809647,0,1,11335.02,20.5,39,12,0,379411,644160,0,0
60053,0,357148,1,677,1927740,0,1,45944.47,19.4,0,17,0,2091064,2660680,0,0
39410,0,357126,0,723,841149,2,1,13037.8,14.5,56,12,0,140809,324786,0,0
4339,0,357104,1,710,1958387,2,1,9253.38,16.1,19,7,0,72808,163064,0,0
7743,0,357104,1,732,2370896,2,1,17208.87,7.8,0,4,0,84246,390236,0,0
75683,0,357104,0,682,1838858,2,1,19001.52,16.6,31,15,0,200393,436986,0,0
74438,0,357082,0,735,822377,0,1,16516.13,18.9,0,6,0,97717,335720,0,0
3714,0,357060,1,687,674576,0,1,13266.56,11,0,7,0,155458,410982,0,0
28972,1,357060,0,736,2120096,0,1,28974.62,23.3,76,14,0,345496,477950,0,0
28999,0,357060,0,707,768531,2,1,14986.44,11.3,0,11,0,176263,408166,0,0
62690,0,357060,0,714,1320234,2,1,20507.65,17,35,5,0,321860,461824,0,0
63652,0,357060,1,743,1657522,0,1,2500.21,20.5,11,6,0,414922,0,0,0
67366,1,357060,1,663,1156416,2,1,33054.3,17.7,39,21,0,30457,483032,0,0
18615,0,357038,0,733,2312604,0,1,46637.59,31.2,55,19,0,398050,760562,0,0
26206,0,357038,0,748,2967838,0,1,22580.36,6.4,0,13,0,1020623,10646680,0,0
74168,1,357038,0,705,847951,2,1,23106.85,14.9,0,12,0,438767,611358,0,0
74820,0,357038,1,728,790134,2,1,13103.16,10.1,0,5,0,122018,167376,0,0
12822,0,356994,1,698,1059839,1,4,7286.5,20.6,11,8,0,123538,481646,0,0
49160,0,356994,1,724,1156188,1,1,8883.45,14.3,40,8,0,102239,165110,0,0
44649,0,356972,0,748,1709639,0,1,25217.37,19.4,42,10,0,288743,534094,0,0
69787,0,356972,0,739,3237011,2,1,30212.09,37.2,32,21,0,954598,1441088,0,0
12994,0,356928,0,720,1213758,2,1,14666.29,14.6,11,12,0,269610,453090,0,0
46798,0,356906,1,649,788177,2,3,18653.63,9.4,0,15,0,310099,711018,0,0
62007,1,356906,0,612,907706,0,3,13161.87,6.6,5,8,0,33535,320848,0,0
4059,0,356884,0,747,1406285,0,0,16172.23,18,0,12,0,248786,729256,0,0
65689,0,356884,1,726,1426482,0,1,25557.66,8.9,0,14,0,408861,937442,0,0
69805,1,356884,1,725,963205,0,1,19023.37,12.5,0,9,0,372742,526328,0,0
80109,1,356884,0,747,2119051,0,1,19248.14,14.6,0,8,0,37734,158334,0,0
31471,0,356862,1,669,1926220,2,1,13226.85,16.5,18,8,0,458945,633380,0,0
74697,0,356862,1,748,1494312,0,1,10223.52,23.2,0,8,0,519821,1346510,0,0
82714,1,356862,0,750,1194264,0,1,24880.5,15.8,0,17,0,426778,1040336,0,0
17087,1,356818,0,688,1078573,2,1,20043.67,15.1,38,15,2,294595,599456,2,0
78412,0,356818,0,743,1771940,1,1,14913.86,13.6,24,15,0,329099,920436,0,0
79142,0,356818,0,747,770412,0,1,12840.2,11.3,0,12,0,181336,605110,0,0
8036,0,356796,1,641,1636964,1,4,33557.8,17.2,11,13,0,300922,595584,0,0
11072,1,356796,1,664,712557,0,1,11994.7,18.4,54,9,0,159296,200706,0,0
32783,0,356796,1,694,1829548,2,1,23021.92,20.3,40,8,0,165243,276496,0,0
35963,0,356796,0,741,1001433,0,1,24535.27,16.9,69,13,0,288743,434764,0,0
3628,1,356752,1,683,770260,0,1,8922.02,10.4,0,9,0,199842,394878,0,0
9136,0,356752,0,717,1001338,2,1,20360.4,13,67,14,0,70813,303666,0,0
14229,0,356730,1,686,771400,2,1,17099.43,12.5,0,7,0,330125,665918,0,0
35005,1,356730,0,726,1519088,2,1,37344.31,24,0,11,0,320606,380358,0,0
65680,0,356730,1,703,711683,2,1,14737.73,24,77,13,0,424460,656172,0,0
25986,1,356708,1,673,1001243,2,4,8343.66,32,0,6,1,94164,198572,1,0
45264,0,356708,1,700,770184,0,1,19639.73,18,0,10,0,180690,276364,0,0
48389,0,356708,0,744,2118006,0,1,12443.29,27.4,9,10,0,331873,621808,0,0
69113,0,356708,0,744,2021733,0,1,7952.07,19.3,34,9,0,45524,227194,0,0
21263,0,356686,1,710,1674983,0,1,35174.7,16,0,11,0,487084,646800,0,0
